Time,<FuelMassFlw>,<EoNOx>,<PwrHeatTrnsfrLoss>,EngTrq,InjPw,SpkAdv,ICP,ECP
434.4 sec,0,6.34931335288622e-05,-34731.381877086,109.407727667818,0,39.7915360715912,20,13.6377676725808
434.6 sec,0,6.34931335288622e-05,-34731.381877086,109.407727667818,0,39.7915360715912,20,13.6377676725808
434.8 sec,0,6.38338381870518e-05,-36122.7183983972,113.184762670954,0,33.0746655324809,42.4119987676899,10.8413882192373
435 sec,0.000212071707118479,6.40792799537189e-05,-25448.4961970522,110.091957197699,0.493066719050463,40,20,0
435.2 sec,0.000212071707118479,6.40792799537189e-05,-25448.4961970522,110.091957197699,0.493066719050463,40,20,0
435.4 sec,0.00178915868138497,6.19125568775225e-05,44103.7092470947,118.711674557327,4.15979393422004,40,60,40
435.6 sec,0.00646531601720454,7.75977757049437e-05,253929.252816331,116.066897453905,15.0318597400005,18.3738556040421,40.148452722567,14.0061423320103
435.8 sec,0.00646531601720454,7.75977757049437e-05,253929.252816331,116.066897453905,15.0318597400005,18.3738556040421,40.148452722567,14.0061423320103
436 sec,0.00265698397588112,6.69025313410802e-05,81949.4824229382,119.422740787401,6.17748774392361,40,60,6.90131007502977
436.2 sec,0.00379947224061673,7.00796528181207e-05,134207.739889335,116.985050819569,8.83377295943388,40,23.6612267187936,0
436.4 sec,0.00379947224061673,7.00796528181207e-05,134207.739889335,116.985050819569,8.83377295943388,40,23.6612267187936,0
436.6 sec,0,6.3568793676356e-05,-35008.3110577505,110.16343553661,0,40,21.7924274394909,10.9061963736728
436.8 sec,0.00533681315655773,7.37341932725592e-05,204330.472442093,114.271078098548,12.4080905889967,35.237041594192,41.1499668411441,33.8397929263216
437 sec,0.00533681315655773,7.37341932725592e-05,204330.472442093,114.271078098548,12.4080905889967,35.237041594192,41.1499668411441,33.8397929263216
437.2 sec,0.00530742916694777,7.33559338214389e-05,201466.43780388,118.380933048268,12.3397728131536,25.5003697598996,39.8559440142628,16.9059725435629
437.4 sec,0.00521925534075051,7.35087590638246e-05,199798.883478213,111.632292039547,12.1347686672449,30.0656899663705,60,39.8229683911715
437.6 sec,0.00521925534075051,7.35087590638246e-05,199798.883478213,111.632292039547,12.1347686672449,30.0656899663705,60,39.8229683911715
437.8 sec,0.00472249698178963,7.22748679192869e-05,176676.215699663,114.365248313784,10.9798054826609,35.0802525858832,42.6660750630086,33.7278142341045
438 sec,0.000512262887435876,6.47343463538437e-05,-11646.4866926344,109.257295497522,1.19101121328841,25.766230308005,31.9237802622239,28.8384413270677
438.2 sec,0.000512262887435876,6.47343463538437e-05,-11646.4866926344,109.257295497522,1.19101121328841,25.766230308005,31.9237802622239,28.8384413270677
438.4 sec,0.00830367265968726,8.04919617651947e-05,336328.868599928,117.891778541766,19.3060389337729,31.0279611170825,49.9464263714265,20.5889928542309
438.6 sec,0.000117601529698009,6.42964158271954e-05,-30859.302076957,113.078938591143,0.27342355654787,22.0850670495349,51.0678931748405,6.00165787653802
438.8 sec,0.000117601529698009,6.42964158271954e-05,-30859.302076957,113.078938591143,0.27342355654787,22.0850670495349,51.0678931748405,6.00165787653802
439 sec,0.00123848482032608,6.65342823050932e-05,22554.5763676223,103.388472927656,2.87947720725813,18.4272250272005,60,40
439.2 sec,0.00616267195884357,7.5940321614349e-05,241946.456329316,112.556031416616,14.3282123043113,22.1879050466075,29.2629152286404,33.7623970597293
439.4 sec,0.00616267195884357,7.5940321614349e-05,241946.456329316,112.556031416616,14.3282123043113,22.1879050466075,29.2629152286404,33.7623970597293
439.6 sec,0.00290256535498335,6.80973023415087e-05,94965.6857992117,113.923208061404,6.74846445033629,22.2977758277189,24.26418998831,26.1676509554465
439.8 sec,0.00476914087761485,7.24216805436367e-05,179572.965357752,111.589803758892,11.0882525404545,40,45.0492374150879,40
440 sec,0.00476914087761485,7.24216805436367e-05,179572.965357752,111.589803758892,11.0882525404545,40,45.0492374150879,40
440.2 sec,0.00426458596082429,7.07144266152744e-05,154353.910974836,119.019051832661,9.91516235891647,36.820953603911,34.711297422899,2.1837101113448
440.4 sec,0.00511328184517515,7.50725902031596e-05,195364.313741456,109.57123991278,11.8883802900322,16.4983460057783,46.8989866064474,36.1296984645946
440.6 sec,0.00511328184517515,7.50725902031596e-05,195364.313741456,109.57123991278,11.8883802900322,16.4983460057783,46.8989866064474,36.1296984645946
440.8 sec,0.00192328613777751,6.29610726360157e-05,50761.6393701941,116.104479193414,4.4716402703327,40,29.7964101358191,40
441 sec,0.00860215053763441,8.41745288452433e-05,352038.944380665,109.648397709081,20,14.7664748971294,58.9971315518695,32.8659946549295
441.2 sec,0.00860215053763441,8.41745288452433e-05,352038.944380665,109.648397709081,20,14.7664748971294,58.9971315518695,32.8659946549295
441.4 sec,0.00362529133940041,6.96778384725418e-05,126767.840879567,115.933522269905,8.42880236410596,26.4926136456653,20,0
441.6 sec,0.0075983184980852,8.07375736324393e-05,308619.369214568,103.761613436539,17.6660905080481,15.9181508865821,22.0584149786885,39.6953280810262
441.8 sec,0.0075983184980852,8.07375736324393e-05,308619.369214568,103.761613436539,17.6660905080481,15.9181508865821,22.0584149786885,39.6953280810262
442 sec,0.00072422859193657,6.70125689197867e-05,-3043.06020802468,110.329207250806,1.68383147625253,17.2648091594714,60,0
442.2 sec,0.00289989411821927,6.7904363919675e-05,95533.833096585,111.579952764434,6.74225382485979,27.6808858782067,44.0323468758501,40
442.4 sec,0.00289989411821927,6.7904363919675e-05,95533.833096585,111.579952764434,6.74225382485979,27.6808858782067,44.0323468758501,40
442.6 sec,0,6.46515626385577e-05,-34360.9650120773,107.241755683329,0,18.118856257283,46.2286354318448,29.6273667699639
